IT_load_new
21665.0
20260.0
19056.0
18407.0
18425.0
19261.0
19673.0
19927.0
21403.0
22819.0
23995.0
24516.0
23206.0
22244.0
22551.0
23949.0
27964.0
28978.0
29504.0
29082.0
27681.0
25626.0
23131.0
21420.0
19651.0
18679.0
18264.0
18346.0
19236.0
21300.0
23333.0
25221.0
27697.0
28637.0
29080.0
29077.0
28364.0
27879.0
28269.0
29808.0
33054.0
33860.0
33850.0
31760.0
29295.0
26658.0
24332.0
21855.0
20156.0
19200.0
18603.0
18456.0
18917.0
20148.0
21373.0
22696.0
25152.0
27044.0
28325.0
27882.0
25392.0
23928.0
24631.0
25801.0
29654.0
31004.0
31209.0
30520.0
28560.0
26171.0
23920.0
21545.0
19872.0
19023.0
18745.0
19110.0
20513.0
24208.0
28600.0
32670.0
35751.0
36378.0
36854.0
36044.0
34932.0
35279.0
35761.0
36594.0
39285.0
38952.0
38486.0
36296.0
33679.0
29962.0
26943.0
24179.0
22224.0
21217.0
20986.0
21203.0
22496.0
25827.0
29867.0
33368.0
36254.0
36747.0
36896.0
35714.0
34277.0
34827.0
35046.0
36284.0
38962.0
38918.0
37882.0
35362.0
32772.0
29149.0
26476.0
24004.0
22129.0
21058.0
20533.0
20421.0
20760.0
22228.0
23734.0
25157.0
27298.0
28659.0
29406.0
29129.0
27792.0
26686.0
26823.0
27808.0
31507.0
32540.0
32867.0
31901.0
30389.0
27944.0
25452.0
23046.0
21226.0
20395.0
20269.0
20728.0
22606.0
28125.0
34490.0
39012.0
41072.0
41314.0
40817.0
38317.0
37663.0
39228.0
40219.0
41651.0
44162.0
43039.0
41660.0
39227.0
36137.0
32432.0
28759.0
25739.0
23911.0
23010.0
22594.0
23020.0
24660.0
29565.0
35754.0
39973.0
41391.0
41095.0
40681.0
39028.0
38120.0
38948.0
39616.0
40793.0
43569.0
42888.0
41580.0
38860.0
35219.0
31478.0
28480.0
25469.0
23648.0
22678.0
22337.0
22351.0
22910.0
25489.0
28769.0
31223.0
33921.0
34593.0
34088.0
32352.0
30766.0
29946.0
30201.0
31514.0
35095.0
35898.0
36024.0
33690.0
30731.0
28146.0
26200.0
23802.0
22002.0
20712.0
20142.0
20147.0
20548.0
21677.0
22964.0
24320.0
26531.0
27747.0
28163.0
28488.0
26986.0
26242.0
26415.0
27221.0
30815.0
32097.0
32567.0
31359.0
29789.0
27441.0
25001.0
22214.0
20582.0
19994.0
20105.0
20623.0
22762.0
28988.0
35975.0
40849.0
42332.0
42688.0
42160.0
40026.0
39828.0
40681.0
41177.0
42480.0
44396.0
43338.0
41750.0
39515.0
36406.0
32385.0
29222.0
26502.0
25016.0
24292.0
23995.0
24232.0
25902.0
31210.0
37498.0
41823.0
42891.0
42742.0
42142.0
39150.0
38561.0
39589.0
40725.0
41276.0
44576.0
44068.0
42954.0
40354.0
37342.0
33109.0
30131.0
27049.0
25307.0
24501.0
24288.0
24579.0
26292.0
31697.0
38261.0
42296.0
43056.0
42475.0
41616.0
39102.0
38581.0
39893.0
40121.0
41601.0
44801.0
44708.0
43407.0
40629.0
37781.0
33797.0
30741.0
27510.0
25893.0
25060.0
24815.0
25152.0
26827.0
32064.0
38817.0
42944.0
44133.0
44203.0
44269.0
41826.0
40836.0
41949.0
42716.0
43978.0
45630.0
45032.0
43832.0
40808.0
37957.0
33889.0
30729.0
27707.0
25953.0
25115.0
24893.0
25168.0
26933.0
32252.0
39015.0
42985.0
44174.0
44320.0
43810.0
41198.0
40142.0
41302.0
40934.0
42198.0
44568.0
44647.0
43595.0
40572.0
37274.0
33445.0
30382.0
28109.0
25922.0
24693.0
24091.0
24111.0
24730.0
27683.0
31489.0
34074.0
36020.0
36360.0
35592.0
33786.0
32036.0
30430.0
30158.0
31500.0
35317.0
37095.0
36880.0
34686.0
31741.0
29054.0
27045.0
25332.0
23255.0
22080.0
21460.0
21351.0
21838.0
23150.0
24434.0
26247.0
28861.0
30363.0
30398.0
30740.0
28758.0
26935.0
26705.0
27552.0
31480.0
33369.0
34040.0
33125.0
31142.0
28666.0
26196.0
23368.0
21967.0
21350.0
21473.0
22103.0
24436.0
30634.0
37921.0
43086.0
45314.0
45437.0
44894.0
42137.0
41392.0
41772.0
42666.0
44476.0
46965.0
46418.0
44929.0
42236.0
38892.0
34650.0
31382.0
28133.0
26468.0
25631.0
25193.0
25658.0
27465.0
33026.0
39979.0
44382.0
46575.0
46844.0
46578.0
43775.0
42641.0
43297.0
44114.0
45183.0
47919.0
47542.0
46129.0
43159.0
39973.0
35510.0
31778.0
28541.0
26901.0
25937.0
25656.0
25773.0
27710.0
33587.0
40648.0
45360.0
46852.0
46438.0
45655.0
42773.0
42011.0
43136.0
43960.0
45028.0
47669.0
47690.0
46307.0
43119.0
39468.0
35285.0
31502.0
28643.0
26696.0
25859.0
25716.0
26020.0
27788.0
33482.0
40526.0
44860.0
46340.0
46107.0
45176.0
42337.0
41324.0
42287.0
43180.0
44182.0
46815.0
46739.0
45665.0
42914.0
39711.0
35364.0
31866.0
29658.0
27527.0
26303.0
25896.0
26047.0
27833.0
33889.0
40902.0
45017.0
46377.0
46020.0
45343.0
42936.0
42068.0
42500.0
42719.0
43655.0
46155.0
46314.0
45010.0
42343.0
38883.0
34883.0
31544.0
28853.0
27004.0
25683.0
25284.0
25180.0
25945.0
28651.0
32109.0
34970.0
37296.0
37112.0
35696.0
33794.0
31730.0
31516.0
31525.0
32692.0
36455.0
38372.0
38294.0
35970.0
32953.0
30437.0
28000.0
25231.0
23283.0
22270.0
21686.0
21615.0
22082.0
23446.0
24532.0
26098.0
28368.0
29102.0
29670.0
29246.0
27778.0
27121.0
27036.0
27573.0
31116.0
33917.0
34422.0
33488.0
31572.0
29213.0
26564.0
23625.0
22088.0
21415.0
21494.0
22065.0
24433.0
31048.0
38072.0
42957.0
44461.0
44051.0
43582.0
41027.0
40603.0
41050.0
41469.0
42349.0
44780.0
45697.0
44262.0
41658.0
38366.0
34037.0
30961.0
28170.0
26387.0
25531.0
25365.0
25709.0
27589.0
33159.0
39703.0
44299.0
45600.0
44879.0
44281.0
41290.0
40484.0
41025.0
41622.0
42831.0
45325.0
46181.0
44870.0
42162.0
39009.0
35032.0
31193.0
28708.0
26794.0
25860.0
25585.0
26007.0
27803.0
33541.0
40072.0
44287.0
45335.0
44543.0
43800.0
41326.0
41073.0
41174.0
41922.0
42911.0
45234.0
46322.0
44934.0
42107.0
38930.0
34775.0
31205.0
27728.0
25761.0
24883.0
24658.0
24968.0
26560.0
32330.0
39184.0
43665.0
44770.0
44221.0
43857.0
41206.0
40428.0
41567.0
42279.0
43020.0
44995.0
45797.0
44044.0
41122.0
37790.0
34017.0
30956.0
27446.0
25658.0
24868.0
24569.0
24959.0
26794.0
32350.0
38614.0
42635.0
43779.0
42694.0
41978.0
39544.0
39077.0
39984.0
40280.0
40981.0
43243.0
44366.0
43219.0
40419.0
37284.0
32153.0
30228.0
27270.0
25353.0
24252.0
23738.0
23704.0
24273.0
26898.0
30586.0
33398.0
35041.0
34769.0
33647.0
31393.0
29886.0
30014.0
30214.0
31043.0
33903.0
36425.0
36216.0
33822.0
31296.0
28804.0
26674.0
24270.0
22481.0
21349.0
20795.0
20647.0
21145.0
22346.0
23332.0
24693.0
27602.0
28659.0
28620.0
28124.0
26503.0
26099.0
25733.0
26274.0
29463.0
32250.0
32589.0
31869.0
30137.0
27710.0
25067.0
22858.0
21430.0
20783.0
20412.0
20917.0
23109.0
29535.0
36388.0
40868.0
41965.0
41664.0
41221.0
39358.0
39505.0
40773.0
41147.0
40969.0
42512.0
43838.0
42768.0
40321.0
37367.0
33446.0
30227.0
26979.0
25328.0
24458.0
24096.0
24444.0
26387.0
31826.0
38149.0
42545.0
43944.0
43783.0
43208.0
40418.0
40154.0
41905.0
42742.0
43348.0
45037.0
45413.0
43756.0
41521.0
38260.0
34379.0
30967.0
27445.0
25558.0
24754.0
24538.0
24918.0
26694.0
32090.0
38660.0
43086.0
44703.0
44750.0
44494.0
41450.0
41408.0
42681.0
43101.0
43351.0
44498.0
45268.0
44470.0
41865.0
38380.0
33489.0
30324.0
27662.0
25917.0
25122.0
24780.0
25191.0
27003.0
32374.0
38513.0
42678.0
44044.0
43719.0
42405.0
40107.0
39689.0
40010.0
40705.0
41078.0
43118.0
44959.0
44335.0
41669.0
38337.0
33987.0
30664.0
28085.0
26106.0
25232.0
24945.0
25053.0
26997.0
32587.0
38665.0
42564.0
43692.0
42955.0
42119.0
39093.0
37946.0
38090.0
38996.0
39493.0
41449.0
43790.0
42842.0
39975.0
36780.0
33049.0
29925.0
27289.0
25521.0
24376.0
23996.0
24085.0
24868.0
27539.0
30639.0
33303.0
35176.0
34412.0
33194.0
31216.0
29822.0
29605.0
30285.0
30797.0
34072.0
37241.0
37344.0
35022.0
32244.0
29642.0
27334.0
24424.0
22661.0
21606.0
21125.0
20972.0
21383.0
22595.0
23679.0
25359.0
27804.0
29166.0
30048.0
30223.0
28170.0
27484.0
27208.0
27541.0
29931.0
32668.0
33543.0
32570.0
30705.0
28078.0
25632.0
