IT_solar_generation
1
0
0
0
0
0
49
576
1926
3271
4082
4245
3643
2344
1093
101
0
0
0
0
1
1
1
0
0
0
0
0
0
0
26
390
1059
1346
1468
1467
1318
666
319
64
29
29
29
29
29
29
29
0
0
0
0
0
0
0
3
378
1348
2339
3729
3994
2841
1809
975
126
29
29
29
29
29
29
29
1
1
1
1
0
0
0
0
81
466
725
1111
1366
1514
1316
709
118
29
29
29
29
29
29
29
0
0
0
0
0
0
0
4
187
857
1276
1507
1590
1428
1089
575
103
29
29
29
29
29
29
29
1
1
1
1
0
0
0
4
170
645
1331
2171
2631
3237
2584
1357
184
30
29
29
29
29
29
29
0
0
0
0
0
0
0
23
1016
2749
4395
4991
4731
3984
2499
1014
133
29
29
29
29
29
29
29
1
1
1
1
0
0
0
25
451
1394
2245
2768
3604
2949
1865
933
167
29
29
29
29
29
29
29
1
1
1
1
1
0
0
8
425
1796
2641
3165
3164
2973
2085
948
155
29
29
29
29
29
29
29
1
1
0
1
0
0
0
14
641
2037
3467
4433
4781
4340
2888
1383
211
29
29
29
29
29
29
29
0
0
0
0
0
0
0
30
585
1418
2338
2583
3178
2535
1772
1004
214
29
29
29
29
29
29
29
0
0
0
0
0
0
0
28
1027
3005
5458
6764
6794
6397
4377
2253
369
29
29
29
29
29
29
29
0
0
0
0
0
0
0
38
1170
3487
6037
7039
7500
6644
5134
2306
430
29
29
29
29
29
29
29
0
0
0
0
0
0
0
43
925
1958
2899
3120
3200
2590
1680
784
161
29
29
29
29
29
29
29
0
0
0
0
0
0
0
3
423
1598
3930
4860
5317
4947
3884
1821
346
29
29
29
29
29
29
29
0
0
0
0
0
0
0
2
425
1761
3630
4691
4924
4724
3636
1713
341
29
29
29
29
29
29
29
0
0
0
0
0
0
0
29
1030
3215
5476
6065
6884
6206
4544
2064
412
29
29
29
29
29
29
29
0
0
0
0
0
0
0
55
1256
3807
6130
6857
6831
6016
4088
1883
464
29
29
29
29
29
29
29
1
1
1
1
0
0
0
34
683
2661
4492
5464
5750
5230
3928
2034
372
29
29
29
29
29
29
29
0
0
0
0
0
0
0
44
1245
3416
5578
6585
6730
5970
4497
2178
441
29
29
29
29
29
29
29
1
1
1
1
0
0
0
20
745
2346
4311
5053
5670
5163
3915
1900
476
30
29
29
29
29
29
29
1
1
1
1
0
0
0
27
809
2473
4053
4867
5493
5142
4069
1947
408
30
29
29
29
29
29
29
1
1
1
1
0
0
0
67
1028
2940
4702
5535
5439
4549
4016
1897
444
34
29
29
29
29
29
29
1
0
1
1
0
0
0
23
1051
3199
4984
6211
6485
6056
4865
2581
609
33
29
29
29
29
29
29
1
0
1
0
0
0
0
84
1517
3927
5876
6781
7134
6762
5176
2716
615
34
29
29
29
29
29
29
0
0
0
0
0
0
0
80
1411
3596
5460
6376
6512
6144
4701
2528
583
34
29
29
29
29
29
29
0
0
0
0
0
0
0
66
1212
3006
4456
5333
5732
5429
3659
1983
439
34
29
29
29
29
29
29
0
0
0
1
0
0
0
56
1041
2462
3594
4270
4688
4310
3598
2018
494
35
29
29
29
29
29
29
0
0
0
0
0
0
0
70
975
2398
3616
4536
5197
5208
4182
2255
594
37
29
29
29
29
29
29
0
0
0
0
0
0
0
67
808
1674
2888
3444
3229
2838
2793
1504
419
34
29
29
29
29
29
29
0
0
0
0
0
0
0
97
769
2587
3672
4033
4082
3893
3776
2148
585
39
29
29
29
29
29
29
29
29
29
29
29
29
29
147
1490
3334
4578
5296
5712
5632
4678
2951
833
44
29
29
29
29
29
29
0
0
0
0
0
0
0
116
1223
2490
3395
4032
4236
4120
3510
2256
638
42
29
29
29
29
29
29
0
0
0
0
0
0
0
92
890
1855
2759
2932
2975
2950
2805
1923
608
43
29
29
29
29
29
29
0
0
0
0
0
0
0
56
1262
3685
5588
6194
7269
7320
5915
3993
1116
61
29
29
29
29
29
29
0
0
0
0
0
0
0
210
2253
5286
7129
8027
8285
7738
6514
4511
1334
68
29
29
29
29
29
29
0
0
0
0
0
0
0
233
2191
4696
6281
6862
6930
6392
5232
3508
1037
56
29
29
29
29
29
29
0
0
0
0
0
0
0
158
901
1765
2200
2668
2844
2033
1820
1007
313
36
29
29
29
29
29
29
0
0
0
0
0
0
0
59
734
1888
2915
3517
4322
3775
3353
2388
785
60
29
29
29
29
29
29
0
0
0
0
0
0
0
154
1447
3193
3904
4265
3964
3459
2991
1650
511
48
29
29
29
29
29
29
0
0
0
0
0
0
0
60
1186
3079
4559
5730
6545
6609
5736
4024
1249
88
29
29
29
29
29
29
0
0
0
0
0
0
0
112
1277
3452
5196
6019
6459
6286
5349
3971
1508
99
29
29
29
29
29
29
0
0
0
0
0
0
0
77
802
1995
3084
3643
4062
3704
2682
1627
525
63
29
29
29
29
29
29
0
0
0
0
0
0
0
100
1433
3357
4855
6356
6898
5733
4562
3126
1138
88
29
29
29
29
29
29
0
0
0
0
0
0
0
91
579
1322
1763
2403
1790
2073
2117
1622
876
70
29
29
29
29
29
29
0
0
0
0
0
0
0
77
809
1909
3498
4120
4010
4227
4320
2834
1075
94
29
29
29
29
29
29
0
1
1
0
0
0
0
147
987
2454
3018
2951
3315
2928
2598
1788
684
71
29
29
29
29
29
29
0
0
0
0
0
0
0
135
992
2054
3218
3925
3951
3866
3476
2360
885
81
30
29
29
29
29
29
0
0
0
0
0
0
0
43
738
2337
4055
5055
5604
5396
4183
3132
1308
139
29
29
29
29
29
29
0
0
0
0
0
0
0
479
2926
5570
7076
7794
8079
7463
6410
4557
1861
184
29
29
29
29
29
29
0
0
0
0
0
0
0
556
2911
5365
7150
8130
8212
8049
7201
5004
2200
200
29
29
29
29
29
29
0
0
0
0
0
0
2
502
2374
4810
6577
7993
8457
8118
7106
5089
2388
244
29
29
29
29
29
29
0
0
0
0
0
0
2
326
1378
2688
3989
5135
5176
4526
4748
3041
1438
179
29
29
29
29
29
29
0
0
0
0
0
0
2
295
1432
2589
3979
4382
4043
4372
3734
2995
1477
189
0
0
0
0
0
0
0
0
0
0
0
0
1
389
2189
4531
6105
6493
6567
6351
5740
4501
2045
252
0
0
0
0
0
0
0
0
0
0
0
0
7
542
1715
3030
3736
4340
4658
4625
3963
2826
1262
168
0
0
0
0
0
0
0
0
0
0
0
0
10
348
1859
3419
4387
4904
5028
4760
4034
2703
1518
174
0
0
0
0
0
0
0
0
0
0
0
0
17
535
1596
2544
2721
2733
3121
3151
2549
1545
594
60
0
0
0
0
0
0
0
0
0
0
0
0
1
140
594
1342
1918
2032
1969
1734
1653
1029
452
60
0
0
0
0
0
0
1
1
0
1
0
0
1
252
1214
2496
3025
3494
3498
3453
2937
2120
1058
164
0
0
0
0
0
0
0
0
0
0
0
0
28
649
2282
3886
5368
6452
6473
5670
5313
4073
2302
427
0
0
0
0
0
0
0
0
0
0
0
0
22
961
3290
5591
7262
7562
7185
7099
6317
5031
2319
327
0
0
0
0
0
0
0
0
0
0
0
0
36
347
1208
2655
3827
5083
5069
5335
4626
3571
2310
402
1
0
0
0
0
0
0
0
0
0
0
0
12
1014
3613
5944
7176
7883
7971
7125
5989
4556
2409
448
0
0
0
0
0
0
0
0
0
0
0
0
62
832
2092
3185
3805
3730
3411
3070
2452
1730
923
214
0
0
0
0
0
0
0
0
0
0
0
0
20
586
1688
2993
3968
4126
3689
3609
3843
3226
1958
412
0
0
0
0
0
0
0
0
0
0
0
0
19
672
2361
3862
4856
5929
5790
5619
5082
4463
2521
533
1
0
0
0
0
0
0
0
0
0
0
0
51
850
2579
4010
5012
5079
5263
4778
4393
3283
1553
393
1
0
0
0
0
0
0
0
0
0
0
0
66
723
1707
2624
3721
4170
4639
4608
4231
2765
1566
377
1
0
0
0
0
0
0
0
0
0
0
0
29
857
2312
4314
5526
5812
5398
5329
4676
3593
2233
669
29
29
29
29
29
29
0
0
0
0
0
0
53
797
2131
3319
4052
4493
4847
4683
4040
3168
1924
625
31
29
29
29
29
29
0
0
0
0
0
0
18
723
2453
4228
5581
6307
6053
5764
4376
3652
2209
725
32
29
29
29
29
29
0
0
0
0
0
0
27
704
2264
3963
4598
4860
4474
4700
4140
3280
1927
659
32
29
29
29
29
29
0
0
0
0
0
0
39
1061
3049
4988
5648
5372
5288
5003
4744
3648
2191
753
47
29
29
29
29
29
0
0
0
0
0
0
53
1192
3348
5593
6355
6073
5940
5484
4459
3180
1793
578
31
29
29
29
29
29
0
0
0
0
0
0
75
865
2506
3781
4389
4780
4992
4903
4341
3280
1767
648
56
29
29
29
29
29
0
0
0
0
0
0
48
853
2198
3495
4690
6057
6236
5390
4893
3376
2068
881
77
29
29
29
29
29
0
0
0
0
0
0
59
1239
3209
5354
6825
7100
7048
6585
6170
4736
3017
1259
104
29
29
29
29
29
0
0
0
0
0
0
193
2240
5133
7350
8882
9145
9305
9018
7599
6132
3831
1469
114
29
29
29
29
29
0
0
0
0
0
0
226
2096
4588
6634
8114
8643
8751
7909
6736
4865
2936
1172
96
29
29
29
29
29
0
0
0
0
0
0
159
1233
2790
4336
5529
6188
6322
5778
5855
4363
2761
1177
106
29
29
29
29
29
0
0
0
0
0
0
143
1164
2726
4140
4925
5254
5192
4811
4809
3597
2336
1042
108
29
29
29
29
29
0
0
0
0
0
0
122
881
1820
3201
4261
5307
5584
4754
4598
3567
2357
1064
120
29
29
29
29
29
0
0
0
0
0
0
134
1494
3559
5243
6852
7427
7860
6938
6490
5082
3347
1485
161
29
29
29
29
29
0
0
0
0
0
0
320
2436
4890
6745
8031
8292
8264
7911
7350
5647
3494
1396
138
29
29
29
29
29
0
0
0
0
0
0
190
1480
3866
6108
6947
7280
7335
6604
6038
5077
3261
1544
178
29
29
29
29
29
0
0
0
0
0
2
463
2294
4626
6238
7613
8074
8548
8197
7107
5304
3109
743
29
29
29
29
29
0
0
0
0
0
0
0
154
919
2041
3045
4429
4872
4603
5282
4268
3121
2128
1003
133
29
29
29
29
0
0
0
0
0
0
1
365
2023
4493
6538
7597
7541
7933
7518
6824
5310
3424
1513
193
29
29
29
29
0
0
0
0
0
0
1
410
2386
4668
6392
7084
7479
7455
7223
6564
5056
3053
1040
57
0
0
0
0
0
0
0
0
0
0
1
418
2118
4040
6155
7310
7242
6915
6525
5696
4185
2429
749
46
0
0
0
0
0
0
0
0
0
0
0
266
1338
2818
4124
5025
5264
5304
6265
5690
4509
3029
1391
198
32
32
32
32
180
180
180
180
180
180
157
208
1058
2347
3627
4166
4844
5219
5621
5554
4726
2915
1376
206
29
29
29
29
0
0
0
0
0
0
1
401
1921
3751
5464
6102
